id,tag,rpm,load,base,alpha,again,sigma_bp,sets,ve,stock,ratio,cyc,slope,converged,cyl_ok,spread,collapsed_n,nan_free,blew_up,valid,elapsed_s
59eba3b5179b,fullmap4,600,20.0,150.0,,,,{},88.58,98.5,0.8993,25,0.2582,1,1,0.0268,0,0,0,0,2.3
e4574911bec0,fullmap4,600,45.0,131.7,,,,{},82.66,113.7,0.727,25,0.1346,1,1,0.0464,0,0,0,0,1.9
75e1714b1a8e,fullmap4,600,65.0,149.99,,,,{},68.11,115.5,0.5897,8,-1.7329,0,1,0.2551,0,0,0,0,1.8
0c361910c551,fullmap4,600,100.0,130.0,,,,{},86.12,120.2,0.7165,25,0.0007,1,1,0.016,0,0,0,0,1.6
7909874aa2c5,fullmap4,870,20.0,150.0,,,,{},88.78,99.4,0.8931,25,0.1905,1,1,0.0714,0,1,0,1,0.0
bcd13db114b5,fullmap4,870,30.0,135.0,,,,{},88.3,104.2,0.8474,25,0.1463,1,1,0.0621,0,1,0,1,0.0
a74fc7748365,fullmap4,870,45.0,131.7,,,,{},77.51,106.4,0.7284,25,0.1294,1,1,0.0611,0,1,0,1,0.0
795fbbf17ae4,fullmap4,870,100.0,170.0,,,,{},75.76,115.7,0.6548,25,0.0598,1,1,0.0183,0,1,0,1,0.0
dd69a92fae31,fullmap4,1100,20.0,150.0,,,,{},84.06,81.4,1.0327,25,0.1639,1,1,0.0429,0,1,0,1,0.0
189db4c1c6f4,fullmap4,1100,30.0,160.0,,,,{},84.05,82.4,1.0201,25,0.2933,1,1,0.0592,0,1,0,1,0.0
c62bc050b9f1,fullmap4,1100,45.0,131.7,,,,{},72.28,82.7,0.874,25,0.0819,1,1,0.027,0,1,0,1,0.0
49cd25538268,fullmap4,1100,65.0,149.99,,,,{},76.74,83.1,0.9235,29,0.1619,1,1,0.1162,0,1,0,1,0.0
8016e40ffb97,fullmap4,1100,100.0,130.0,,,,{},75.6,84.9,0.8904,25,0.2341,1,1,0.1286,0,1,0,1,0.0
a822085ea93a,fullmap4,1300,20.0,170.0,,,,{},76.49,65.3,1.1714,25,0.0182,1,1,0.0199,0,1,0,1,0.0
