id,tag,rpm,load,in_spread,ex_spread,d_in_cam,d_ex_cam,ign,alpha,again,sigma_bp,sets,ve,stock,ratio,cyc,slope,converged,cyl_ok,spread,collapsed_n,nan_free,blew_up,valid,elapsed_s
b8d8815d3439,p1_len100,2400,100.0,75.0,93.0,0.0,0.0,23.0,,,,"{""intake.eq_tube.rail_tap_length"": ""100""}",117.88,79.8,1.4772,32,0.1853,1,1,0.0075,0,1,0,1,668.0
6a0832abccd1,p1_len100,2100,100.0,75.0,83.0,0.0,0.0,23.0,,,,"{""intake.eq_tube.rail_tap_length"": ""100""}",98.99,68.9,1.4367,41,0.29,1,1,0.005,0,1,0,1,1106.7
257d56373980,p1_len100,2700,100.0,80.0,93.0,0.0,0.0,24.0,,,,"{""intake.eq_tube.rail_tap_length"": ""100""}",103.37,74.8,1.382,25,0.1112,1,0,0.9963,1,1,0,0,957.9
212615722188,p1_len100,3100,100.0,70.0,87.0,0.0,0.0,26.0,,,,"{""intake.eq_tube.rail_tap_length"": ""100""}",81.42,68.4,1.1903,25,0.1242,1,1,0.0363,0,1,0,1,403.3
334515f55e5a,p1_len100,3900,100.0,70.0,87.0,0.0,0.0,25.0,,,,"{""intake.eq_tube.rail_tap_length"": ""100""}",76.87,129.5,0.5936,25,-0.2315,1,1,0.0508,0,1,0,1,624.4
78c319b5b871,p1_len100,2900,100.0,80.0,93.0,0.0,0.0,26.0,,,,"{""intake.eq_tube.rail_tap_length"": ""100""}",755.04,73.1,10.3289,40,37.853,0,0,0.987,1,1,1,0,1802.0
9d39b974bc92,p1_len100,4600,100.0,88.0,104.0,0.0,0.0,27.0,,,,"{""intake.eq_tube.rail_tap_length"": ""100""}",104.6,118.2,0.885,46,0.2939,1,1,0.0069,0,1,0,1,1177.4
