id,tag,rpm,load,base,alpha,again,sigma_bp,sets,ve,stock,ratio,cyc,slope,converged,cyl_ok,spread,collapsed_n,nan_free,blew_up,valid,elapsed_s
606690474501,,6900,100.0,170.0,,,,"{""intake.bellmouth.length"": ""170""}",110.52,106.0,1.0426,31,0.2269,1,1,0.0382,0,1,0,1,254.5
42d4d608855d,,5300,100.0,155.0,,,,"{""intake.bellmouth.length"": ""170""}",112.09,110.1,1.0181,30,0.0858,1,1,0.0027,0,1,0,1,307.1
2dafbd1ac7f6,,4600,100.0,145.0,,,,"{""intake.bellmouth.length"": ""170""}",113.59,111.3,1.0206,32,0.2517,1,1,0.0094,0,1,0,1,311.1
d8c65ac3b539,,2900,100.0,130.0,,,,"{""intake.bellmouth.length"": ""170""}",68.79,102.7,0.6698,25,0.1203,1,1,0.0191,0,1,0,1,424.3
a4de6c8e2bc8,,3900,100.0,130.0,,,,"{""intake.bellmouth.length"": ""170""}",92.85,115.7,0.8025,41,0.2965,1,1,0.0038,0,1,0,1,463.8
097d149f2c9d,,2700,100.0,130.0,,,,"{""intake.bellmouth.length"": ""170""}",76.21,103.7,0.7349,25,0.2276,1,1,0.0089,0,1,0,1,523.5
f25905c066e3,,6300,100.0,170.0,,,,"{""intake.bellmouth.length"": ""170""}",113.16,108.7,1.041,46,0.2543,1,1,0.0186,0,1,0,1,578.4
c81edb0d81c5,,3100,100.0,130.0,,,,"{""intake.bellmouth.length"": ""170""}",423.76,103.7,4.0864,1,,0,0,0.8834,1,0,1,0,1503.7
