id,tag,rpm,load,in_spread,ex_spread,d_in_cam,d_ex_cam,ign,alpha,again,sigma_bp,sets,ve,stock,ratio,cyc,slope,converged,cyl_ok,spread,collapsed_n,nan_free,blew_up,valid,elapsed_s,stop_reason,osc_amp
6a1708f10343,noeq,5300,100.0,88.0,105.0,0.0,0.0,25.0,,,,"{""environment.ambient_pressure"": 94700, ""environment.ambient_temp"": 299.15, ""exhaust.main_dx_scale"": 0.5, ""intake.eq_tube.enabled"": false}",262.07,117.1,2.238,1,,0,1,1.4472,0,0,0,0,28.2,nan,0.0
aa9b6aedbf50,noeq,4600,100.0,88.0,104.0,0.0,0.0,24.0,,,,"{""environment.ambient_pressure"": 94700, ""environment.ambient_temp"": 299.15, ""exhaust.main_dx_scale"": 0.5, ""intake.eq_tube.enabled"": false}",254.84,118.2,2.156,1,,0,0,0.9592,2,0,0,0,32.2,nan,0.0
6af19dc58cb8,noeq,3100,100.0,70.0,87.0,0.0,0.0,20.0,,,,"{""environment.ambient_pressure"": 94700, ""environment.ambient_temp"": 299.15, ""exhaust.main_dx_scale"": 0.5, ""intake.eq_tube.enabled"": false}",354.72,68.4,5.186,1,,0,0,1.669,2,0,1,0,32.3,nan,0.0
b44a9dc8d364,noeq,3900,100.0,70.0,87.0,0.0,0.0,23.0,,,,"{""environment.ambient_pressure"": 94700, ""environment.ambient_temp"": 299.15, ""exhaust.main_dx_scale"": 0.5, ""intake.eq_tube.enabled"": false}",327.1,129.5,2.5258,1,,0,0,1.5522,1,0,1,0,32.3,nan,0.0
92ef29026d17,noeq,6300,100.0,96.0,108.0,0.0,0.0,26.0,,,,"{""environment.ambient_pressure"": 94700, ""environment.ambient_temp"": 299.15, ""exhaust.main_dx_scale"": 0.5, ""intake.eq_tube.enabled"": false}",182.67,109.7,1.6652,2,,0,0,3.0561,2,0,0,0,36.2,nan,113.39
c8e29652e1d8,noeq,2900,100.0,80.0,93.0,0.0,0.0,20.0,,,,"{""environment.ambient_pressure"": 94700, ""environment.ambient_temp"": 299.15, ""exhaust.main_dx_scale"": 0.5, ""intake.eq_tube.enabled"": false}",419.61,73.1,5.7402,1,,0,0,2.9565,2,0,1,0,36.3,nan,0.0
5db76d02472e,noeq,2700,100.0,80.0,93.0,0.0,0.0,20.0,,,,"{""environment.ambient_pressure"": 94700, ""environment.ambient_temp"": 299.15, ""exhaust.main_dx_scale"": 0.5, ""intake.eq_tube.enabled"": false}",411.77,74.8,5.5049,1,,0,0,3.0546,2,0,1,0,44.2,nan,0.0
b2648332d1d4,noeq,2200,100.0,75.0,83.0,0.0,0.0,18.0,,,,"{""environment.ambient_pressure"": 94700, ""environment.ambient_temp"": 299.15, ""exhaust.main_dx_scale"": 0.5, ""intake.eq_tube.enabled"": false}",73.62,76.1,0.9674,40,1.4273,1,1,0.008,0,1,0,1,914.4,fixed_cycles,12.0
7eb30ee819d9,noeq,2400,100.0,75.0,93.0,0.0,0.0,20.0,,,,"{""environment.ambient_pressure"": 94700, ""environment.ambient_temp"": 299.15, ""exhaust.main_dx_scale"": 0.5, ""intake.eq_tube.enabled"": false}",84.51,79.8,1.059,40,1.5648,1,1,0.0058,0,1,0,1,914.4,fixed_cycles,16.56
